Time (Sec);S1;S10;S2;S3;S4;S5;S6;S7;S8;S9;
0.0;100.0;100.0;100.0;100.0;100.0;10.0;100.0;100.0;100.0;100.0;
0.12666666666666668;99.9947376;99.9947376;99.9947376;99.9947376;99.9947376;9.9891072;99.9947376;99.9947376;99.9947376;99.9947376;
0.22666666666666668;99.9947376;99.9947376;99.9947376;99.9947376;99.9947376;9.9891072;99.9947376;99.9947376;99.9947376;99.9947376;
0.32666666666666666;99.9947376;99.9947376;99.9947376;99.9947376;99.9947376;9.9891072;99.9947376;99.9947376;99.9947376;99.9947376;
0.42666666666666664;99.9947376;99.9947376;99.9947376;99.9947376;99.9947376;9.9891072;99.9947376;99.9947376;99.9947376;99.9947376;
0.5266666666666666;99.9947376;99.9947376;99.9947376;99.9947376;99.9947376;9.9891072;99.9947376;99.9947376;99.9947376;99.9947376;
0.6266666666666666;99.9947376;99.9947376;99.9947376;99.9947376;99.9947376;9.9891072;99.9947376;99.9947376;99.9947376;99.9947376;
0.7266666666666666;99.9947376;99.9947376;99.9947376;99.9947376;99.9947376;9.9891072;99.9947376;99.9947376;99.9947376;99.9947376;
0.8266666666666665;99.9947376;99.9947376;99.9947376;99.9947376;99.9947376;9.9891072;99.9947376;99.9947376;99.9947376;99.9947376;
0.9266666666666665;99.9947376;99.9947376;99.9947376;99.9947376;99.9947376;9.9891072;99.9947376;99.9947376;99.9947376;99.9947376;
1.0266666666666666;99.9947376;99.9947376;99.9947376;99.9947376;99.9947376;9.9891072;99.9947376;99.9947376;99.9947376;99.9947376;
1.1266666666666667;99.97004879999999;99.96980399999998;99.96524399999998;99.97004879999999;99.97027759999999;9.9891072;99.97508239999999;99.96547279999999;99.97027759999999;99.97027759999999;
1.2266666666666668;99.97004879999999;99.96980399999998;99.96524399999998;99.97004879999999;99.97027759999999;9.9891072;99.97508239999999;99.96547279999999;99.97027759999999;99.97027759999999;
1.3266666666666669;99.97004879999999;99.96980399999998;99.96524399999998;99.97004879999999;99.97027759999999;9.9891072;99.97508239999999;99.96547279999999;99.97027759999999;99.97027759999999;
1.426666666666667;99.97004879999999;99.96980399999998;99.96524399999998;99.97004879999999;99.97027759999999;9.9891072;99.97508239999999;99.96547279999999;99.97027759999999;99.97027759999999;
1.526666666666667;99.97004879999999;99.96980399999998;99.96524399999998;99.97004879999999;99.97027759999999;9.9891072;99.97508239999999;99.96547279999999;99.97027759999999;99.97027759999999;
1.6266666666666671;99.97004879999999;99.96980399999998;99.96524399999998;99.97004879999999;99.97027759999999;9.9891072;99.97508239999999;99.96547279999999;99.97027759999999;99.97027759999999;
1.7266666666666672;99.97004879999999;99.96980399999998;99.96524399999998;99.97004879999999;99.97027759999999;9.9891072;99.97508239999999;99.96547279999999;99.97027759999999;99.97027759999999;
1.8266666666666673;99.97004879999999;99.96980399999998;99.96524399999998;99.97004879999999;99.97027759999999;9.9891072;99.97508239999999;99.96547279999999;99.97027759999999;99.97027759999999;
1.9266666666666674;99.97004879999999;99.96980399999998;99.96524399999998;99.97004879999999;99.97027759999999;9.9891072;99.97508239999999;99.96547279999999;99.97027759999999;99.97027759999999;
2.0266666666666673;99.97004879999999;99.96980399999998;99.96524399999998;99.97004879999999;99.97027759999999;9.9891072;99.97508239999999;99.96547279999999;99.97027759999999;99.97027759999999;
2.1266666666666674;99.96994879999998;99.96970399999998;99.96514399999998;99.96994879999998;99.97017759999999;9.9891072;99.97498239999999;99.96537279999998;99.97017759999999;99.97017759999999;
2.2266666666666675;99.96994879999998;99.96970399999998;99.96514399999998;99.96994879999998;99.97017759999999;9.9891072;99.97498239999999;99.96537279999998;99.97017759999999;99.97017759999999;
2.3266666666666675;99.96994879999998;99.96970399999998;99.96514399999998;99.96994879999998;99.97017759999999;9.9891072;99.97498239999999;99.96537279999998;99.97017759999999;99.97017759999999;
2.4266666666666676;99.96994879999998;99.96970399999998;99.96514399999998;99.96994879999998;99.97017759999999;9.9891072;99.97498239999999;99.96537279999998;99.97017759999999;99.97017759999999;
2.5266666666666677;99.96994879999998;99.96970399999998;99.96514399999998;99.96994879999998;99.97017759999999;9.9891072;99.97498239999999;99.96537279999998;99.97017759999999;99.97017759999999;
2.626666666666668;99.96994879999998;99.96970399999998;99.96514399999998;99.96994879999998;99.97017759999999;9.9891072;99.97498239999999;99.96537279999998;99.97017759999999;99.97017759999999;
2.726666666666668;99.96994879999998;99.96970399999998;99.96514399999998;99.96994879999998;99.97017759999999;9.9891072;99.97498239999999;99.96537279999998;99.97017759999999;99.97017759999999;
2.826666666666668;99.96994879999998;99.96970399999998;99.96514399999998;99.96994879999998;99.97017759999999;9.9891072;99.97498239999999;99.96537279999998;99.97017759999999;99.97017759999999;
2.926666666666668;99.96994879999998;99.96970399999998;99.96514399999998;99.96994879999998;99.97017759999999;9.9891072;99.97498239999999;99.96537279999998;99.97017759999999;99.97017759999999;
3.026666666666668;99.96994879999998;99.96970399999998;99.96514399999998;99.96994879999998;99.97017759999999;9.9891072;99.97498239999999;99.96537279999998;99.97017759999999;99.97017759999999;
3.126666666666668;99.96984879999998;99.96960399999998;99.96504399999998;99.96984879999998;99.97007759999998;9.9891072;99.97488239999998;99.96527279999998;99.97007759999998;99.97007759999998;
3.226666666666668;99.96984879999998;99.96960399999998;99.96504399999998;99.96984879999998;99.97007759999998;9.9891072;99.97488239999998;99.96527279999998;99.97007759999998;99.97007759999998;
3.326666666666668;99.96984879999998;99.96960399999998;99.96504399999998;99.96984879999998;99.97007759999998;9.9891072;99.97488239999998;99.96527279999998;99.97007759999998;99.97007759999998;
3.426666666666668;99.96984879999998;99.96960399999998;99.96504399999998;99.96984879999998;99.97007759999998;9.9891072;99.97488239999998;99.96527279999998;99.97007759999998;99.97007759999998;
3.526666666666668;99.96984879999998;99.96960399999998;99.96504399999998;99.96984879999998;99.97007759999998;9.9891072;99.97488239999998;99.96527279999998;99.97007759999998;99.97007759999998;
3.6266666666666683;99.96984879999998;99.96960399999998;99.96504399999998;99.96984879999998;99.97007759999998;9.9891072;99.97488239999998;99.96527279999998;99.97007759999998;99.97007759999998;
3.7266666666666683;99.96984879999998;99.96960399999998;99.96504399999998;99.96984879999998;99.97007759999998;9.9891072;99.97488239999998;99.96527279999998;99.97007759999998;99.97007759999998;
3.8266666666666684;99.96984879999998;99.96960399999998;99.96504399999998;99.96984879999998;99.97007759999998;9.9891072;99.97488239999998;99.96527279999998;99.97007759999998;99.97007759999998;
3.9266666666666685;99.96984879999998;99.96960399999998;99.96504399999998;99.96984879999998;99.97007759999998;9.9891072;99.97488239999998;99.96527279999998;99.97007759999998;99.97007759999998;
4.026666666666668;99.96984879999998;99.96960399999998;99.96504399999998;99.96984879999998;99.97007759999998;9.9891072;99.97488239999998;99.96527279999998;99.97007759999998;99.97007759999998;
4.126666666666668;99.96974879999998;99.96950399999997;99.96494399999997;99.96974879999998;99.96997759999998;9.9891072;99.97478239999998;99.96517279999998;99.96997759999998;99.96997759999998;
4.2266666666666675;99.96974879999998;99.96950399999997;99.96494399999997;99.96974879999998;99.96997759999998;9.9891072;99.97478239999998;99.96517279999998;99.96997759999998;99.96997759999998;
4.326666666666667;99.96974879999998;99.96950399999997;99.96494399999997;99.96974879999998;99.96997759999998;9.9891072;99.97478239999998;99.96517279999998;99.96997759999998;99.96997759999998;
4.426666666666667;99.96974879999998;99.96950399999997;99.96494399999997;99.96974879999998;99.96997759999998;9.9891072;99.97478239999998;99.96517279999998;99.96997759999998;99.96997759999998;
4.526666666666666;99.96974879999998;99.96950399999997;99.96494399999997;99.96974879999998;99.96997759999998;9.9891072;99.97478239999998;99.96517279999998;99.96997759999998;99.96997759999998;
4.626666666666666;99.96974879999998;99.96950399999997;99.96494399999997;99.96974879999998;99.96997759999998;9.9891072;99.97478239999998;99.96517279999998;99.96997759999998;99.96997759999998;
4.726666666666666;99.96974879999998;99.96950399999997;99.96494399999997;99.96974879999998;99.96997759999998;9.9891072;99.97478239999998;99.96517279999998;99.96997759999998;99.96997759999998;
4.826666666666665;99.96974879999998;99.96950399999997;99.96494399999997;99.96974879999998;99.96997759999998;9.9891072;99.97478239999998;99.96517279999998;99.96997759999998;99.96997759999998;
4.926666666666665;99.96974879999998;99.96950399999997;99.96494399999997;99.96974879999998;99.96997759999998;9.9891072;99.97478239999998;99.96517279999998;99.96997759999998;99.96997759999998;
5.026666666666665;99.96974879999998;99.96950399999997;99.96494399999997;99.96974879999998;99.96997759999998;9.9891072;99.97478239999998;99.96517279999998;99.96997759999998;99.96997759999998;
5.126666666666664;99.96964879999997;99.96940399999997;99.96484399999997;99.96964879999997;99.96987759999998;9.9891072;99.97468239999998;99.96507279999997;99.96987759999998;99.96987759999998;
5.226666666666664;99.96964879999997;99.96940399999997;99.96484399999997;99.96964879999997;99.96987759999998;9.9891072;99.97468239999998;99.96507279999997;99.96987759999998;99.96987759999998;
